ingredient	quantity
Uova (circa 2 grandi)	150 g
Zucchero	75 g
Farina 00	38 g
Fecola di patate	38 g
Baccello di vaniglia	½
Pasta Sfoglia (2 rettangolari già pronte)	460 g
Zucchero a velo	q.b.
Latte intero	250 g
Zucchero	75 g
Farina 00	25 g
Tuorli (di uova medie)	3
Baccello di vaniglia	½
Zucchero a velo	20 g
Panna fresca liquida	180 g
Alchermes	200 g
