ingredient	quantity
Ananas (già pulito)	100 g
Carote	200 g
Mele Granny Smith	300 g
Succo di limone	1
Uova (medie)	3
Zucchero grezzo di canna	180 g
Olio di semi	70 g
Scorza di limone (non trattata)	1
Farina integrale	130 g
Farina 00	100 g
Fecola di patate	50 g
Lievito in polvere per dolci	16 g
Sale fino	q.b.
Mandorle in scaglie	30 g
