ingredient	quantity
Farina Manitoba	80 g
Lievito di birra fresco	3 g
Acqua a temperatura ambiente	50 g
Zucchero	80 g
Acqua	95 g
Uova (2 medie) a temperatura ambiente	110 g
Lievito di birra fresco	4 g
Farina 00	250 g
Farina Manitoba	140 g
Burro morbido	80 g
Sale fino	7 g
Estratto di vaniglia	q.b.
Burro (freddo)	180 g
Tuorli	1
Panna fresca liquida	30 g
