ingredient	quantity
Farina 2	200 g
Farina di mandorle	50 g
Latte di mandorle	100 g
Scorza di limone	30 g
Succo di limone	1
Zucchero di canna	180 g
Uova (circa 2 medie, a temperatura ambiente)	110 g
Olio extravergine d'oliva	80 g
Lievito in polvere per dolci	1 bustina
Sale fino	1 pizzico
Zucchero di canna	20 g
Mandorle pelate (da tritare)	30 g
