ingredient	quantity
Gamberi	400 g
Quinoa	200 g
Cipollotto fresco	60 g
Sedano	50 g
Fumetto di crostacei	500 g
Paprika affumicata dolce	1 cucchiaino
Aglio	1 spicchio
Burro	30 g
Vino bianco	50 g
Porri	40 g
Prezzemolo	5 ciuffi
Cipolle dorate	40 g
Pepe nero in grani	5
Acqua	1 l
Olio extravergine d'oliva	30 g
Prezzemolo	3 ciuffi
