ingredient	quantity
Uova	6
Tonno sott'olio	50 g
Zucchine	45 g
Peperoni rossi	45 g
Cipollotto fresco	10 g
Aglio	½ spicchio
Peperoncino fresco piccolo	1
Prezzemolo piccolo	1 ciuffo
Olio extravergine d'oliva	2 cucchiai
Sale fino	q.b.
Pepe nero	q.b.
Cous cous	25 g
Acqua bollente	50 g
Olio extravergine d'oliva	1 cucchiaio
Sale fino	q.b.
