ingredient	quantity
Farina 00	300 g
Uova (3 medie)	210 g
Cipolle	1
Aglio	2 spicchi
Brodo di carne	1,5 l
Vitello polpa	200 g
Manzo polpa	400 g
Lonza di maiale	100 g
Uova medio	1
Verza	2 foglie
Noce moscata	q.b.
Sale fino	q.b.
Pepe nero	q.b.
Parmigiano Reggiano DOP da grattugiare	60 g
Burro	40 g
Rosmarino	6 rametti
