ingredient	quantity
Latte intero a temperatura ambiente	200 g
Zucchero di canna	50 g
Farina 00	570 g
Lievito di birra fresco	8 g
Cannella in polvere	q.b.
Uova a temperatura ambiente	110 g
Burro morbido	110 g
Scorza d'arancia	½
Mele Evelina	620 g
Zucchero di canna	100 g
Sale fino	1 g
Burro	70 g
Scorza d'arancia	½
Zucchero di canna	80 g
Cannella in polvere	3 g
