ingredient	quantity
Burro ammorbidito a temperatura ambiente	125 g
Farina 00	265 g
Zucchero	135 g
Latte intero a temperatura ambiente	135 g
Uova (circa 2) a temperatura ambiente	110 g
Gocce di cioccolato fondente	100 g
Baccello di vaniglia	1
Bicarbonato raso	1 cucchiaino
Sale fino	1 pizzico
Lievito in polvere per dolci	10 g
