ingredient	quantity
Concentrato di pomodoro	50 g
Farina 00	250 g
Olio extravergine d'oliva	15 g
Uova (medie)	1
Acqua	50 ml
Sale fino	1 pizzico
Porri	1
Broccoli	380 g
Tonno sott'olio (sgocciolato)	140 g
Olio extravergine d'oliva	20 g
Asiago (da grattugiare)	80 g
Olive nere denocciolate	80 g
Sale fino	q.b.
Pepe nero	q.b.
Albumi	1
Semi di papavero	q.b.
