ingredient	quantity
Farina integrale	150 g
Farina Manitoba (tipo 1)	350 g
Acqua a temperatura ambiente	225 g
Uova (circa 1 medio)	55 g
Zucchero di canna	50 g
Burro (morbido)	40 g
Lievito di birra fresco	12 g
Miele di acacia	10 g
Sale fino	1 pizzico
Burro freddo	250 g
Tuorli	1
Panna fresca liquida	30 g
Miele di acacia	100 g
Acqua	100 g
Miele di tiglio	120 g
Polline in grani	q.b.
