ingredient	quantity
Farina 00	260 g
Zucchero	20 g
Strutto freddo di frigorifero	30 g
Cacao amaro in polvere	5 g
Sale fino	1 cucchiaino
Uova	20 g
Aceto di vino bianco	10 g
Marsala	60 g
Ricotta di pecora (scolata per almeno 1 notte in frigo)	1 kg
Zucchero	130 g
Gocce di cioccolato fondente	80 g
Uova	q.b.
Olio di semi	1 l
Ciliegie candite	q.b.
Zucchero a velo	q.b.
Granella di pistacchi	q.b.
Arancia candita	q.b.
