ingredient	quantity
Uova (circa 3 uova)	155 g
Farina 00	50 g
Amido di mais (maizena)	25 g
Zucchero	70 g
Farina 00	400 g
Burro	150 g
Zucchero	150 g
Tuorli (circa 3)	50 g
Albumi (circa 1)	35 g
Sale fino	1 pizzico
Confettura di amarene	300 g
Pan di Spagna	200 g
Cacao amaro in polvere	30 g
Tuorli (circa 1)	14 g
Zucchero a velo	150 g
Albumi (circa 1)	35 g
Succo di limone	1 cucchiaino
Confettura di amarene	15 g
