ingredient	quantity
Farina di grano duro	600 g
Farina 00	100 g
Acqua	410 g
Olio extravergine d'oliva	50 g
Lievito di birra fresco	7,5 g
Sale fino	10 g
Coppa di maiale	400 g
Mozzarella fior di latte	300 g
Pomodori pelati	120 g
Pecorino da grattugiare	70 g
Cipolle bianche piccola	1
Olio extravergine d'oliva	q.b.
Sale fino	q.b.
Pepe nero	q.b.
Olio extravergine d'oliva	q.b.
