ingredient	quantity
Zucchero di canna	180 g
Uova a temperatura ambiente (circa 2 medie)	110 g
Farina 00	280 g
Latte intero a temperatura ambiente	150 g
Yogurt bianco naturale non zuccherato	125 g
Burro fuso	100 g
Baccello di vaniglia	½
Sale fino	1 pizzico
Lievito in polvere per dolci	16 g
Cioccolato al latte	150 g
Panna fresca liquida	100 g
Baccello di vaniglia senza semi	1
Panna fresca liquida	100 g
Baccello di vaniglia	½
Cioccolato al latte	20 g
