ingredient	quantity
Tagliolini all'uovo	250 g
Astice precotto da cui ricavare 150 g di polpa	1 kg
Brodo di pesce	1 l
Peperoncino fresco	1
Olio extravergine d'oliva	10 g
Miele millefiori	1 cucchiaino
Sale fino	q.b.
Burrata	200 g
Basilico qualche	foglia
Olio extravergine d'oliva	10 g
Scorza di limone	1
Sale fino	q.b.
Pepe nero	q.b.
