ingredient	quantity
Grana Padano DOP Riserva oltre 20 mesi	120 g
Salsiccia	200 g
Pomodorini ciliegino	100 g
Zucchine	40 g
Cipolle rosse di Tropea	30 g
Peperoncino fresco	1
Maggiorana	q.b.
Olio extravergine d'oliva	q.b.
Avocado	½
Limoni il succo e la scorza	½
Olio extravergine d'oliva	q.b.
Sale fino	q.b.
Pepe nero	q.b.
