ingredient	quantity
Zucchero	360 g
Farina 00	300 g
Uova	225 g
Acqua	190 ml
Olio di semi di girasole	180 ml
Fecola di patate	75 g
Lievito in polvere per dolci	12 g
Baccello di vaniglia	1
Sale fino	1 pizzico
Yogurt greco	525 g
Panna fresca liquida	225 ml
Zucchero a velo	75 g
Gelatina in fogli	20 g
Baccello di vaniglia	1
Pasta di zucchero	600 g
Coloranti alimentari rosso, blu, giallo	q.b.
Acqua	q.b.
Panna fresca liquida	300 ml
Zucchero a velo	40 g
Coloranti alimentari giallo e blu	q.b.
