ingredient	quantity
Pane bianco in cassetta (3 fette)	240 g
Cavolo riccio (Kale)	80 g
Edamer a fette	300 g
Avocado (varietà Hass, ben maturi)	2
Olio extravergine d'oliva	q.b.
Sale fino	q.b.
Pomodori secchi sott'olio	100 g
Gherigli di noci	50 g
Pecorino romano grattugiato	30 g
Formaggio fresco spalmabile	q.b.
Cavolo riccio (Kale)	q.b.
Pomodorini secchi sottolio	q.b.
Pepe nero	q.b.
