ingredient	quantity
Farina integrale	150 g
Uova	275 g
Zucchero di canna	175 g
Miele	10 g
Scorza di limone	½
Sale fino	q.b.
Tuorli (circa 3)	45 g
Latte di soia	500 g
Zucchero muscovado	70 g
Miele millefiori	20 g
Amido di mais (maizena)	30 g
Baccello di vaniglia	1
Panna vegetale senza lattosio	700 g
Pesche noci	2
Ciliegie	200 g
Susine	2
Menta	q.b.
