ingredient	quantity
Piadine senza strutto (diametro 28 cm)	4
Carote	160 g
Cetrioli	160 g
Zucchine	120 g
Feta	100 g
Insalata misticanza	50 g
Yogurt greco	250 g
Cetrioli	170 g
Menta	25 g
Olio extravergine d'oliva	10 ml
Aceto di vino bianco	3 ml
Aglio	½ spicchio
Sale fino	1 pizzico
Pomodorini ciliegino	320 g
Olio extravergine d'oliva	20 ml
Zucchero di canna	18 g
Sale fino	8 g
Timo	4 g
Aglio	½ spicchio
