ingredient	quantity
Peperoni gialli	250
Peperoni rossi	250 g
Pangrattato	20 g
Grana Padano DOP da grattugiare	20 g
Olio extravergine d'oliva	q.b.
Melanzane	200 g
Ricotta vaccina	250 g
Pinoli	2 cucchiai
Capperi	20 g
Acciughe sott'olio filetti	5
Sale	q.b.
Aglio	1 spicchio
Pecorino grattugiato	50 gr
Origano fresco	1 rametto
Pomodori piccadilly maturi	2
Pepe nero (facoltativo)	q.b.
