ingredient	quantity
Melone	460 g
Olio extravergine d'oliva	10 g
Sale fino	q.b.
Pepe nero	q.b.
Pasta fillo 4 fogli da 48x34 cm	150 g
Feta	100 g
Pomodorini datterini	80 g
Olive nere	25 g
Cipolle rosse di Tropea	60 g
Erba cipollina	q.b.
Olio extravergine d'oliva	10 g
Sale fino	q.b.
Olio di semi di arachide per friggere	q.b.
