ingredient	quantity
Cioccolato fondente	100 g
Farina 00	180 g
Zucchero	180 g
Cacao amaro in polvere	50 g
Uova (4 medie a temperatura ambiente)	200 g
Burro a temperatura ambiente	200 g
Lievito in polvere per dolci	8 g
Sale fino	1 pizzico
Frutti di bosco (ribes, more, lamponi, mirtilli)	125 g
Panna fresca liquida	500 g
Zucchero a velo	50 g
Menta	q.b.
