ingredient	quantity
Farina di frumento raffinata	330 g
Acqua a temperatura ambiente	150 g
Zucchero	80 g
Lievito di birra secco	6 g
Maiale macinato (pancia di maialino)	250 g
Cavolo cinese	100 g
Cipollotto fresco	1
Zenzero fresco	10 g
Salsa di soia	20 g
Zucchero	15 g
Olio di sesamo	10 g
Sale fino	10 g
Pepe nero	1 pizzico
