ingredient	quantity
Formaggio fresco spalmabile a temperatura ambiente	250 g
Latte intero a temperatura ambiente	100 g
Uova (circa 5 medie) a temperatura ambiente	250 g
Cremor tartaro	1 g
Zucchero	160 g
Burro a temperatura ambiente	100 g
Farina 00	50 g
Amido di mais (maizena)	20 g
Zucchero a velo per spolverizzare la superficie	q.b.
