ingredient	quantity
Farina di castagne	150 g
Latte	140 g
Zucchero	50 g
Uova	1
Lievito in polvere per dolci	3 g
Sale fino	q.b.
Pepe nero	q.b.
Ricotta vaccina	500 g
Bresaola	45 g
Scorza di limone da grattugiare	1
Olio extravergine d'oliva	q.b.
Sale fino	q.b.
Pepe nero	q.b.
Olio di semi di arachide	200 g
